SENTENCE,TEXT,POS,POS_GROUPED
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",Autoritæ,PROPN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",.,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",«,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",Ninte,PROPN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",dimiscioin,X,OTHER
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",",",PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",anemmo,NOUN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",avanti,ADJ,ADJ
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",»,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",",",PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",a,AUX,VERB
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",deciaraçion,NOUN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",do,ADP,FUNC
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",Collegio,PROPN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",.,PUNCT,PUNCT
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,O,NOUN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,Alberto,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,Trentini,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,e,X,OTHER
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,o,ADP,FUNC
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,Mario,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,Burlò,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,son,DET,PRON
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,tornæ,NOUN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,in,X,OTHER
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,Italia,X,OTHER
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,dòppo,X,OTHER
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,che,NOUN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,son,DET,PRON
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,stæti,NOUN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,in,ADJ,ADJ
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,prexon,ADJ,ADJ
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,in,X,OTHER
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,Venezuela,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,pe,DET,PRON
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,400,NUM,ADJ
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,giorni,NOUN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,e,PRON,PRON
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,passa,VERB,VERB
O Alberto Trentini e o Mario Burlò son tornæ in Italia dòppo che son stæti in prexon in Venezuela pe 400 giorni e passa.,.,PUNCT,PUNCT
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",I,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",doî,ADP,FUNC
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",italien,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",",",PUNCT,PUNCT
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",liberæ,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",apreuvo,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",à,ADP,FUNC
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",l’,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",arresto,VERB,VERB
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",do,ADP,FUNC
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",prescidente,ADJ,ADJ
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",Maduro,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",",",PUNCT,PUNCT
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",son,DET,PRON
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",stæti,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",reçevui,ADJ,ADJ
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",à,ADP,FUNC
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",Ciampino,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",da,X,OTHER
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",-,PRON,PRON
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",a,AUX,VERB
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",prescidente,ADJ,ADJ
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",Meloni,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",e,X,OTHER
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",da,X,OTHER
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",-,PRON,PRON
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",o,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",ministr,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",Tajani,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente Meloni e da-o ministr Tajani.",.,PUNCT,PUNCT
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,«,PUNCT,PUNCT
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,A,AUX,VERB
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,nòstra,AUX,VERB
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,contentessa,PRON,PRON
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,a,AUX,VERB
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,gh’,VERB,VERB
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,à,ADP,FUNC
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,un,DET,PRON
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,prexo,NOUN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,ertiscimo,ADJ,ADJ
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,–,PRON,PRON
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,o,ADP,FUNC
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,l’,NOUN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,à,ADP,FUNC
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,dito,NOUN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,o,ADP,FUNC
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,Trentini,PROPN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,–,PUNCT,PUNCT
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,gh’,DET,PRON
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,emmo,NOUN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,beseugno,ADJ,ADJ
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,de,ADP,FUNC
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,sënitæ,NOUN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,ma,DET,PRON
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,i,ADJ,ADJ
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,patimenti,PROPN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,no,PROPN,NOUN
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,se,PRON,PRON
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,scassan,VERB,VERB
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,»,PUNCT,PUNCT
«A nòstra contentessa a gh’à un prexo ertiscimo – o l’à dito o Trentini – gh’emmo beseugno de sënitæ ma i patimenti no se scassan».,.,PUNCT,PUNCT
"«A l’é stæta ben ben dua», o commento do Burlò.",«,PUNCT,PUNCT
"«A l’é stæta ben ben dua», o commento do Burlò.",A,NOUN,NOUN
"«A l’é stæta ben ben dua», o commento do Burlò.",l’,NOUN,NOUN
"«A l’é stæta ben ben dua», o commento do Burlò.",é,CCONJ,FUNC
"«A l’é stæta ben ben dua», o commento do Burlò.",stæta,VERB,VERB
"«A l’é stæta ben ben dua», o commento do Burlò.",ben,AUX,VERB
"«A l’é stæta ben ben dua», o commento do Burlò.",ben,NOUN,NOUN
"«A l’é stæta ben ben dua», o commento do Burlò.",dua,ADJ,ADJ
"«A l’é stæta ben ben dua», o commento do Burlò.",»,PUNCT,PUNCT
"«A l’é stæta ben ben dua», o commento do Burlò.",",",PUNCT,PUNCT
"«A l’é stæta ben ben dua», o commento do Burlò.",o,ADP,FUNC
"«A l’é stæta ben ben dua», o commento do Burlò.",commento,NOUN,NOUN
"«A l’é stæta ben ben dua», o commento do Burlò.",do,ADP,FUNC
"«A l’é stæta ben ben dua», o commento do Burlò.",Burlò,PROPN,NOUN
"«A l’é stæta ben ben dua», o commento do Burlò.",.,PUNCT,PUNCT
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,A,AUX,VERB
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,diplomaçia,VERB,VERB
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,e,PRON,PRON
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,i,ADJ,ADJ
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,serviçi,ADJ,ADJ
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,segretti,PROPN,NOUN
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,son,PRON,PRON
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,a,AUX,VERB
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,-,PROPN,NOUN
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,o,CCONJ,FUNC
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,travaggio,VERB,VERB
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,pe,DET,PRON
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,portâ,NOUN,NOUN
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,inderê,ADJ,ADJ
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,atri,PROPN,NOUN
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,42,NUM,ADJ
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,italien,NOUN,NOUN
A diplomaçia e i serviçi segretti son a-o travaggio pe portâ inderê atri 42 italien.,.,PUNCT,PUNCT
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,Miggiæa,NOUN,NOUN
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,de,ADP,FUNC
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,mòrti,PROPN,NOUN
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,in,X,OTHER
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,Iran,PROPN,NOUN
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,pe,X,OTHER
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,-,PROPN,NOUN
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,e,NOUN,NOUN
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,proteste,VERB,VERB
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,contra,ADJ,ADJ
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,o,ADP,FUNC
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,regimme,VERB,VERB
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,di,CCONJ,FUNC
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,ayatollah,PROPN,NOUN
Miggiæa de mòrti in Iran pe-e proteste contra o regimme di ayatollah.,.,PUNCT,PUNCT
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",Iran,PROPN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",International,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",o,ADP,FUNC
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",l’,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",à,ADP,FUNC
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",astimmou,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",a,AUX,VERB
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",-,DET,PRON
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",o,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",manco,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",12mia,NUM,ADJ
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",vittime,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",",",PUNCT,PUNCT
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",e,AUX,VERB
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",ciù,PRON,PRON
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",tante,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",sotta,VERB,VERB
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",i,ADJ,ADJ
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",30,NUM,ADJ
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",anni,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",",",PUNCT,PUNCT
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",pe,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",-,PROPN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",o,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",governo,VERB,VERB
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",son,DET,PRON
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",3mia,NUM,ADJ
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",compreiso,NOUN,NOUN
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",a,AUX,VERB
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",poliçia,VERB,VERB
"Iran International o l’à astimmou a-o manco 12mia vittime, e ciù tante sotta i 30 anni, pe-o governo son 3mia compreiso a poliçia.",.,PUNCT,PUNCT
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",O,NOUN,NOUN
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",prescidente,ADJ,ADJ
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",american,ADJ,ADJ
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",Donald,NOUN,NOUN
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",Trump,PROPN,NOUN
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",o,ADP,FUNC
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",l’,NOUN,NOUN
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",à,ADP,FUNC
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",sponciou,ADJ,ADJ
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",i,ADJ,ADJ
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",manifestanti,PROPN,NOUN
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",à,ADP,FUNC
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",anâ,PRON,PRON
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",avanti,ADJ,ADJ
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",e,X,OTHER
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",piggiâ,X,OTHER
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",o,ADP,FUNC
"O prescidente american Donald Trump o l’à sponciou i manifestanti à anâ avanti e piggiâ o contròllo de instituçioin: «L’aggiutto o l’é in arrivo», o l’à promisso.",contròllo,NOUN,NOUN
